campaignid,sample,latitude,longitude,broad.macroalgae,broad.seagrasses,broad.unconsolidated,broad.sponges,broad.consolidated,broad.stony.corals,broad.ascidians,broad.bryozoa,broad.crinoids,broad.hydroids,broad.invertebrate.complex,broad.octocoral.black,broad.true.anemones,broad.sea.stars,broad.total.points.annotated
2007-2014-Geographe-stereo-BRUVs,782,-33.5142,115.4368,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25
2007-2014-Geographe-stereo-BRUVs,779,-33.5817,115.2264,19,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2007-2014-Geographe-stereo-BRUVs,783,-33.5817,115.2264,5,10,3,0,0,0,0,0,0,0,0,0,0,0,13
2007-2014-Geographe-stereo-BRUVs,784,-33.6014,115.1774,15,5,0,0,0,0,0,0,0,0,0,0,0,0,5
2007-2014-Geographe-stereo-BRUVs,791,-33.4851,115.4435,15,6,4,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,794,-33.6248,115.2039,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25
2007-2014-Geographe-stereo-BRUVs,800,-33.5732,115.1935,6,2,6,1,0,0,0,0,0,0,0,0,0,0,9
2007-2014-Geographe-stereo-BRUVs,810,-33.5513,115.3766,9,6,7,0,0,0,0,0,0,0,0,0,0,0,13
2007-2014-Geographe-stereo-BRUVs,816,-33.3996,115.5633,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,823,-33.5857,115.2872,2,16,0,1,0,0,0,0,0,0,0,0,0,0,17
2007-2014-Geographe-stereo-BRUVs,826,-33.5427,115.4006,0,18,2,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,832,-33.4556,115.5197,0,8,5,0,0,0,0,0,0,0,0,0,0,0,13
2007-2014-Geographe-stereo-BRUVs,839,-33.4873,115.4085,3,17,0,0,0,0,0,0,0,0,0,0,0,0,17
2007-2014-Geographe-stereo-BRUVs,842,-33.5681,115.1149,3,2,10,2,0,0,0,0,0,0,0,0,0,0,14
2007-2014-Geographe-stereo-BRUVs,843,-33.6,115.2586,16,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2007-2014-Geographe-stereo-BRUVs,848,-33.3519,115.5323,19,3,0,0,0,0,0,0,0,0,0,0,0,0,3
2007-2014-Geographe-stereo-BRUVs,855,-33.4901,115.4358,7,12,1,0,0,0,0,0,0,0,0,0,0,0,13
2007-2014-Geographe-stereo-BRUVs,858,-33.5573,115.3462,1,0,7,0,0,0,0,0,0,0,0,0,0,0,7
2007-2014-Geographe-stereo-BRUVs,864,-33.5833,115.3721,5,14,0,0,0,0,0,0,0,0,0,0,0,0,14
2007-2014-Geographe-stereo-BRUVs,879,-33.6169,115.1829,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22
2007-2014-Geographe-stereo-BRUVs,880,-33.5366,115.4444,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15
2007-2014-Geographe-stereo-BRUVs,1038,-33.5333,115.42,2,8,0,0,0,0,0,0,0,0,0,0,0,0,8
2007-2014-Geographe-stereo-BRUVs,1108,-33.558,115.4144,0,13,2,0,0,0,0,0,0,0,0,0,0,0,15
2007-2014-Geographe-stereo-BRUVs,10001,-33.4217,115.3722,8,2,9,0,0,0,0,0,0,0,0,0,0,0,11
2007-2014-Geographe-stereo-BRUVs,10003,-33.4213,115.3594,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,10005,-33.4778,115.3694,7,0,12,0,0,0,0,0,0,0,0,0,0,0,12
2007-2014-Geographe-stereo-BRUVs,11R2,-33.3967,115.5076,10,12,1,0,0,0,0,0,0,0,0,0,0,0,13
2007-2014-Geographe-stereo-BRUVs,11R3,-33.4122,115.5205,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,12RC1,-33.5932,115.2133,6,0,4,0,10,0,0,0,0,0,0,0,0,0,14
2007-2014-Geographe-stereo-BRUVs,12RC2,-33.5916,115.2379,6,13,1,0,0,0,0,0,0,0,0,0,0,0,14
2007-2014-Geographe-stereo-BRUVs,13RC11,-33.374,115.3693,0,18,3,0,0,0,0,0,0,0,0,0,0,0,21
2007-2014-Geographe-stereo-BRUVs,13RC12,-33.3744,115.3668,0,11,10,0,0,0,0,0,0,0,0,0,0,0,21
2007-2014-Geographe-stereo-BRUVs,13RC15,-33.3768,115.3559,7,8,1,0,0,0,0,0,0,0,0,0,0,0,9
2007-2014-Geographe-stereo-BRUVs,13RC4,-33.4994,115.3965,6,15,0,0,0,0,0,0,0,0,0,0,0,0,15
2007-2014-Geographe-stereo-BRUVs,13RC5,-33.4839,115.4656,0,5,2,0,0,0,0,0,0,0,0,0,0,0,7
2007-2014-Geographe-stereo-BRUVs,13RC6,-33.381,115.3892,0,2,17,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,13RC7,-33.3774,115.3861,0,18,1,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,13RC8,-33.3726,115.3791,0,8,12,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,13RC9,-33.3731,115.3748,4,7,11,0,0,0,0,0,0,0,0,0,0,0,18
2007-2014-Geographe-stereo-BRUVs,GBR1-3,-33.5938,115.2023,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12
2007-2014-Geographe-stereo-BRUVs,GBR2-1,-33.5938,115.1907,12,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2007-2014-Geographe-stereo-BRUVs,GBR2-2,-33.594,115.1884,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2007-2014-Geographe-stereo-BRUVs,GBR3-3,-33.5937,115.184,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2007-2014-Geographe-stereo-BRUVs,GBR4-2,-33.5928,115.2102,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2007-2014-Geographe-stereo-BRUVs,GBR5-2,-33.5927,115.2148,0,15,4,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,GBR5-3,-33.5924,115.2175,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12
2007-2014-Geographe-stereo-BRUVs,RB1,-33.5346,115.2177,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,RB2,-33.5086,115.2255,0,10,3,0,0,0,0,0,0,0,0,0,0,0,13
2007-2014-Geographe-stereo-BRUVs,RC1,-33.4628,115.24,6,5,13,0,0,0,0,0,0,0,0,0,0,0,18
2007-2014-Geographe-stereo-BRUVs,RC2,-33.4864,115.178,5,8,1,6,0,0,0,0,0,0,0,0,0,0,15
2007-2014-Geographe-stereo-BRUVs,RC3,-33.4705,115.1684,1,0,10,1,0,1,0,0,0,0,0,0,0,0,12
2020-06_south-west_stereo-BRUVs,1,-34.128599,114.930865,8,0,0,17,2,0,0,0,0,0,0,0,0,0,19
2020-06_south-west_stereo-BRUVs,2,-34.125316,114.928838,10,1,0,16,0,0,0,0,0,0,0,0,0,0,17
2020-06_south-west_stereo-BRUVs,3,-34.126906,114.925945,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06_south-west_stereo-BRUVs,4,-34.122634,114.920337,0,0,26,0,11,0,0,0,0,0,0,0,0,0,37
2020-06_south-west_stereo-BRUVs,5,-34.131497,114.915753,28,0,2,4,3,0,0,0,0,0,0,0,0,0,9
2020-06_south-west_stereo-BRUVs,6,-34.132842,114.912405,15,0,9,3,4,0,0,0,0,0,0,0,0,0,16
2020-06_south-west_stereo-BRUVs,7,-34.134771,114.910241,17,0,12,4,3,0,0,0,0,0,0,0,0,0,19
2020-06_south-west_stereo-BRUVs,8,-34.129352,114.911755,11,0,0,11,16,0,0,0,0,0,0,0,0,0,27
2020-06_south-west_stereo-BRUVs,9,-34.119541,114.916105,7,0,16,0,1,0,0,1,0,0,0,0,0,0,18
2020-06_south-west_stereo-BRUVs,10,-34.117294,114.918685,16,1,1,10,0,0,0,1,0,0,0,0,0,0,13
2020-06_south-west_stereo-BRUVs,11,-34.117752,114.92306,11,1,2,7,6,0,0,0,0,0,0,0,0,0,16
2020-06_south-west_stereo-BRUVs,12,-34.132262,114.928545,8,2,0,5,0,0,0,0,0,0,0,0,0,0,7
2020-06_south-west_stereo-BRUVs,13,-34.128506,114.930547,9,0,8,11,2,0,0,0,0,0,0,0,0,0,21
2020-06_south-west_stereo-BRUVs,14,-34.128381,114.925457,30,5,0,0,1,0,0,0,0,0,0,0,0,0,6
2020-06_south-west_stereo-BRUVs,15,-34.125012,114.91032,19,0,3,9,1,0,0,0,0,0,0,0,0,0,13
2020-06_south-west_stereo-BRUVs,16,-34.126181,114.906548,26,0,0,4,6,0,0,0,0,0,0,0,0,0,10
2020-06_south-west_stereo-BRUVs,17,-34.132142,114.92083,17,0,10,3,0,0,0,0,0,0,0,0,0,0,13
2020-06_south-west_stereo-BRUVs,18,-34.128679,114.924078,25,1,0,1,0,0,0,0,0,0,0,0,0,0,2
2020-06_south-west_stereo-BRUVs,20,-34.130219,114.820233,7,0,8,5,16,0,0,0,0,0,0,0,0,0,29
2020-06_south-west_stereo-BRUVs,21,-34.128151,114.817448,12,0,2,2,15,0,0,0,0,0,0,0,0,0,19
2020-06_south-west_stereo-BRUVs,22,-34.126271,114.819552,19,0,8,2,5,0,0,0,0,0,0,0,0,0,15
2020-06_south-west_stereo-BRUVs,23,-34.124217,114.817017,11,1,2,10,7,0,0,0,0,0,1,0,0,0,21
2020-06_south-west_stereo-BRUVs,24,-34.118739,114.826402,9,0,4,4,8,0,0,0,0,0,0,0,0,0,16
2020-06_south-west_stereo-BRUVs,25,-34.116829,114.828432,12,0,1,4,6,0,0,0,0,0,0,0,0,0,11
2020-06_south-west_stereo-BRUVs,26,-34.120881,114.828907,13,0,6,5,11,0,0,2,0,0,0,0,0,0,24
2020-06_south-west_stereo-BRUVs,27,-34.121824,114.832898,5,0,16,3,15,0,0,0,0,0,0,0,0,0,34
2020-06_south-west_stereo-BRUVs,28,-34.112916,114.852137,32,0,2,3,1,0,0,0,0,0,0,0,0,0,6
2020-06_south-west_stereo-BRUVs,29,-34.111084,114.855648,18,0,5,1,2,0,0,0,0,0,0,0,0,0,8
2020-06_south-west_stereo-BRUVs,30,-34.112094,114.85946,23,1,1,4,1,0,0,0,0,0,0,0,0,0,7
2020-06_south-west_stereo-BRUVs,31,-34.116007,114.860738,5,0,18,0,13,0,0,0,0,0,0,0,0,0,31
2020-06_south-west_stereo-BRUVs,32,-34.130076,114.86109,26,0,4,0,2,0,0,0,0,0,0,0,0,0,6
2020-06_south-west_stereo-BRUVs,33,-34.133067,114.8627,9,1,15,0,9,0,0,0,0,0,0,0,0,0,25
2020-06_south-west_stereo-BRUVs,34,-34.131334,114.866053,9,0,8,0,19,0,0,0,0,0,0,0,0,0,27
2020-06_south-west_stereo-BRUVs,35,-34.134801,114.869348,15,0,4,3,6,0,0,1,0,0,0,0,0,0,14
2020-06_south-west_stereo-BRUVs,36,-34.130484,114.878263,6,0,23,0,7,0,0,0,0,0,0,0,0,0,30
2020-06_south-west_stereo-BRUVs,37,-34.126354,114.878937,17,1,8,2,2,0,0,0,0,0,0,0,0,0,13
2020-06_south-west_stereo-BRUVs,38,-34.127912,114.883938,13,0,15,0,3,0,0,0,0,0,0,0,0,0,18
2020-06_south-west_stereo-BRUVs,39,-34.132294,114.884797,16,2,9,0,5,0,0,0,0,0,0,0,0,0,16
2020-06_south-west_stereo-BRUVs,40,-34.133669,114.880443,21,2,2,5,4,0,0,1,0,0,0,0,0,0,14
2020-10_south-west_stereo-BRUVs,FH10,-33.98618897,114.8863721,13,5,1,1,12,0,0,0,0,0,0,0,0,0,19
2020-10_south-west_stereo-BRUVs,FH102,-33.68868897,114.9288721,0,0,35,0,0,0,0,0,0,0,0,0,0,0,35
2020-10_south-west_stereo-BRUVs,FH106,-33.78868897,114.8163721,19,0,6,0,6,0,0,0,0,0,0,0,0,0,12
2020-10_south-west_stereo-BRUVs,FH108,-33.76118897,114.9238721,15,0,14,0,2,0,1,0,0,0,0,0,0,0,17
2020-10_south-west_stereo-BRUVs,FH109,-33.91618897,114.9088721,10,7,4,11,4,0,0,0,0,0,0,0,0,0,26
2020-10_south-west_stereo-BRUVs,FH11,-33.89868897,114.9388721,1,0,18,6,2,0,0,1,0,0,0,0,0,0,27
2020-10_south-west_stereo-BRUVs,FH110,-33.80868897,114.8213721,3,1,12,5,5,0,0,0,0,0,0,0,0,0,23
2020-10_south-west_stereo-BRUVs,FH111,-33.98618897,114.8788721,11,3,21,0,2,0,0,0,0,0,0,0,0,0,26
2020-10_south-west_stereo-BRUVs,FH113,-33.72368897,114.7963721,9,12,1,3,8,0,0,0,0,0,0,0,0,0,24
2020-10_south-west_stereo-BRUVs,FH12,-33.91868897,114.8963721,18,4,4,2,2,0,0,0,0,0,0,0,0,0,12
2020-10_south-west_stereo-BRUVs,FH14,-33.76618897,114.8713721,15,0,11,1,7,0,0,0,0,0,0,0,0,0,19
2020-10_south-west_stereo-BRUVs,FH15,-33.68868897,114.8063721,0,0,33,0,0,0,0,0,0,0,0,0,0,0,33
2020-10_south-west_stereo-BRUVs,FH16,-33.90118897,114.8563721,12,8,8,1,5,0,0,0,0,0,0,0,0,0,22
2020-10_south-west_stereo-BRUVs,FH17,-33.83368897,114.8763721,17,0,13,4,1,0,0,0,0,0,0,0,0,0,18
2020-10_south-west_stereo-BRUVs,FH18,-33.79118897,114.8213721,9,0,10,0,3,0,0,0,0,0,0,0,0,0,13
2020-10_south-west_stereo-BRUVs,FH2,-33.91868897,114.8913721,3,7,6,1,4,0,0,0,0,0,0,0,0,0,18
2020-10_south-west_stereo-BRUVs,FH20,-33.78618897,114.8738721,9,1,12,0,8,0,0,0,0,0,0,0,0,0,21
2020-10_south-west_stereo-BRUVs,FH21,-33.79368897,114.8088721,16,5,2,4,10,0,0,0,0,0,0,0,0,0,21
2020-10_south-west_stereo-BRUVs,FH23,-33.94618897,114.8288721,2,10,9,0,8,0,0,0,0,0,0,0,0,0,27
2020-10_south-west_stereo-BRUVs,FH24,-33.66868897,114.8438721,11,0,22,1,1,0,0,0,0,0,0,0,0,0,24
2020-10_south-west_stereo-BRUVs,FH25,-33.87868897,114.8163721,7,5,8,3,6,0,0,3,0,0,0,0,0,0,25
2020-10_south-west_stereo-BRUVs,FH26,-33.81118897,114.8288721,5,0,0,2,7,0,0,0,0,0,0,0,0,0,9
2020-10_south-west_stereo-BRUVs,FH27,-33.83618897,114.8713721,5,1,3,5,9,0,0,0,0,0,0,0,0,0,18
2020-10_south-west_stereo-BRUVs,FH28,-33.76368897,114.9338721,0,0,31,0,1,0,0,0,0,0,0,0,0,0,32
2020-10_south-west_stereo-BRUVs,FH30,-33.75118897,114.8888721,29,0,2,0,0,0,0,0,0,0,0,0,0,0,2
2020-10_south-west_stereo-BRUVs,FH31,-33.67368897,114.8238721,27,0,6,0,4,0,0,0,0,0,0,0,0,0,10
2020-10_south-west_stereo-BRUVs,FH32,-33.69618897,114.9463721,0,0,16,4,0,0,0,0,0,0,0,0,0,0,20
2020-10_south-west_stereo-BRUVs,FH33,-33.70868897,114.8263721,9,5,6,5,7,0,0,0,0,0,0,0,0,0,23
2020-10_south-west_stereo-BRUVs,FH34,-33.78618897,114.8838721,6,2,5,2,14,0,1,0,0,1,0,0,0,0,25
2020-10_south-west_stereo-BRUVs,FH35,-33.88368897,114.9313721,0,0,18,0,2,0,0,0,0,0,0,0,0,0,20
2020-10_south-west_stereo-BRUVs,FH37,-33.71118897,114.8138721,6,1,4,2,12,0,0,0,0,0,0,0,0,0,19
2020-10_south-west_stereo-BRUVs,FH39,-33.90368897,114.9313721,13,0,6,6,2,0,0,1,0,0,0,0,1,0,16
2020-10_south-west_stereo-BRUVs,FH40,-33.92368897,114.8888721,17,0,9,2,1,0,0,0,0,0,0,0,0,0,12
2020-10_south-west_stereo-BRUVs,FH41,-33.67118897,114.8388721,11,14,0,2,7,0,0,1,0,0,0,0,0,0,24
2020-10_south-west_stereo-BRUVs,FH42,-33.88118897,114.8113721,25,6,1,1,2,0,0,0,0,0,0,0,0,0,10
2020-10_south-west_stereo-BRUVs,FH44,-33.77118897,114.8638721,6,10,10,2,3,0,0,0,0,0,0,0,0,0,25
2020-10_south-west_stereo-BRUVs,FH45,-33.69368897,114.7988721,16,4,5,0,1,0,0,0,0,0,0,0,0,0,10
2020-10_south-west_stereo-BRUVs,FH46,-33.76618897,114.9288721,5,0,24,1,0,0,0,0,0,0,0,0,0,0,25
2020-10_south-west_stereo-BRUVs,FH47,-33.90618897,114.8488721,17,5,1,0,9,0,0,0,0,0,0,0,0,0,15
2020-10_south-west_stereo-BRUVs,FH48,-33.79618897,114.8138721,2,3,0,5,1,0,2,1,0,0,3,0,0,0,15
2020-10_south-west_stereo-BRUVs,FH49,-33.92118897,114.9163721,12,0,3,10,5,0,0,1,0,0,0,0,0,0,19
2020-10_south-west_stereo-BRUVs,FH5,-33.69368897,114.9413721,2,10,2,2,8,0,0,0,0,0,0,0,0,0,22
2020-10_south-west_stereo-BRUVs,FH50,-33.68118897,114.9313721,0,0,26,0,0,0,0,0,0,0,0,0,0,0,26
2020-10_south-west_stereo-BRUVs,FH51,-33.90618897,114.8538721,8,18,4,2,4,0,0,0,0,0,0,0,0,0,28
2020-10_south-west_stereo-BRUVs,FH52,-33.99118897,114.8888721,1,8,7,1,17,0,0,0,0,0,1,0,0,0,34
2020-10_south-west_stereo-BRUVs,FH54,-33.76618897,114.9388721,24,0,9,3,0,0,0,0,0,0,0,0,0,0,12
2020-10_south-west_stereo-BRUVs,FH55,-33.92368897,114.9088721,1,0,31,1,0,0,0,0,0,0,0,0,0,0,32
2020-10_south-west_stereo-BRUVs,FH56,-33.83118897,114.8663721,5,5,4,3,11,0,0,0,0,1,0,0,0,0,24
2020-10_south-west_stereo-BRUVs,FH57,-33.78868897,114.8113721,5,1,13,8,6,0,0,2,0,0,0,0,0,0,30
2020-10_south-west_stereo-BRUVs,FH58,-33.66368897,114.8413721,11,3,14,0,4,0,0,0,0,0,0,0,0,0,21
2020-10_south-west_stereo-BRUVs,FH59,-33.66868897,114.8188721,8,0,6,0,2,0,0,0,0,0,0,0,0,0,8
2020-10_south-west_stereo-BRUVs,FH6,-33.70618897,114.8213721,7,3,1,0,0,0,0,0,0,0,0,0,0,0,4
2020-10_south-west_stereo-BRUVs,FH60,-33.81618897,114.8213721,6,1,6,8,8,0,0,0,0,0,0,0,0,0,23
2020-10_south-west_stereo-BRUVs,FH61,-33.84118897,114.8638721,12,11,0,6,0,1,0,0,0,0,0,0,0,0,18
2020-10_south-west_stereo-BRUVs,FH62,-33.75618897,114.8813721,9,2,9,4,7,0,0,1,0,0,0,0,0,0,23
2020-10_south-west_stereo-BRUVs,FH63,-33.67868897,114.8163721,24,0,9,0,1,0,0,0,0,0,0,0,0,0,10
2020-10_south-west_stereo-BRUVs,FH64,-33.70118897,114.9388721,0,0,35,0,0,0,0,0,0,0,0,0,0,0,35
2020-10_south-west_stereo-BRUVs,FH65,-33.71368897,114.8188721,11,0,4,1,3,0,0,0,0,0,0,0,0,0,8
2020-10_south-west_stereo-BRUVs,FH66,-33.90618897,114.9363721,7,16,0,3,1,0,0,0,0,0,0,0,0,0,20
2020-10_south-west_stereo-BRUVs,FH67,-33.88868897,114.9238721,2,0,25,0,0,0,0,0,0,0,0,0,0,0,25
2020-10_south-west_stereo-BRUVs,FH68,-33.95118897,114.8288721,15,4,2,0,10,0,0,0,0,0,0,0,0,0,16
2020-10_south-west_stereo-BRUVs,FH69,-33.69618897,114.8038721,6,4,0,5,8,0,0,0,0,0,0,0,0,0,17
2020-10_south-west_stereo-BRUVs,FH7,-33.78368897,114.8788721,12,4,0,4,6,1,0,0,0,1,1,0,0,0,17
2020-10_south-west_stereo-BRUVs,FH70,-33.67368897,114.8463721,5,0,12,7,2,0,0,0,0,0,0,0,0,0,21
2020-10_south-west_stereo-BRUVs,FH71,-33.88368897,114.8188721,22,7,2,4,0,0,0,1,0,0,1,0,0,0,15
2020-10_south-west_stereo-BRUVs,FH72,-33.88868897,114.9288721,2,0,0,25,0,0,0,0,0,0,0,0,0,0,25
2020-10_south-west_stereo-BRUVs,FH74,-33.73118897,114.8063721,3,14,8,1,6,0,0,1,0,0,0,0,0,0,30
2020-10_south-west_stereo-BRUVs,FH77,-33.99618897,114.8763721,21,1,2,1,5,0,0,0,0,0,0,0,0,0,9
2020-10_south-west_stereo-BRUVs,FH78,-33.89118897,114.9163721,0,0,23,0,3,0,0,0,0,0,0,0,0,0,26
2020-10_south-west_stereo-BRUVs,FH79,-33.88618897,114.8088721,12,11,0,5,7,0,0,0,0,0,0,0,0,0,23
2020-10_south-west_stereo-BRUVs,FH8,-33.72368897,114.8013721,11,10,1,3,5,0,0,0,0,0,0,0,0,0,19
2020-10_south-west_stereo-BRUVs,FH82,-33.68618897,114.9238721,5,0,17,2,1,0,0,3,0,0,4,0,0,0,27
2020-10_south-west_stereo-BRUVs,FH83,-33.91118897,114.8463721,16,0,15,1,2,0,0,0,0,0,1,0,0,0,19
2020-10_south-west_stereo-BRUVs,FH84,-33.73368897,114.7988721,8,4,7,1,8,0,0,0,0,0,0,0,0,0,20
2020-10_south-west_stereo-BRUVs,FH85,-33.92618897,114.9138721,8,0,9,1,0,0,0,0,0,0,0,0,0,0,10
2020-10_south-west_stereo-BRUVs,FH87,-33.92868897,114.8938721,2,7,8,0,8,0,0,0,0,0,0,0,0,0,23
2020-10_south-west_stereo-BRUVs,FH9,-33.90118897,114.8513721,11,0,6,2,4,0,0,0,0,0,0,0,0,0,12
2020-10_south-west_stereo-BRUVs,FH92,-33.84368897,114.8713721,13,6,5,0,6,0,2,0,0,0,0,0,0,0,19
2020-10_south-west_stereo-BRUVs,FH93,-33.77618897,114.8688721,0,24,0,9,4,0,0,0,0,0,0,0,0,0,37
2020-10_south-west_stereo-BRUVs,FH94,-33.90868897,114.9413721,3,0,17,9,3,0,0,0,0,0,2,0,0,0,31
2020-10_south-west_stereo-BRUVs,FH95,-33.75868897,114.8913721,16,0,7,5,1,0,0,0,0,0,0,0,0,0,13
2020-10_south-west_stereo-BRUVs,FH96,-33.81868897,114.8338721,7,6,7,3,7,0,0,0,0,0,0,0,0,0,23
2020-10_south-west_stereo-BRUVs,FH99,-33.95368897,114.8363721,23,0,5,3,2,0,0,0,0,0,0,0,0,0,10
2020-10_south-west_stereo-BRUVs,FHA,-33.683135,114.937827,3,0,26,1,4,0,0,0,0,0,0,0,0,0,31
2020-10_south-west_stereo-BRUVs,FHB,-33.681655,114.957127,16,0,12,4,3,0,0,2,0,0,0,0,0,0,21
2020-10_south-west_stereo-BRUVs,FHCO1,-33.669869,114.809825,17,0,3,3,7,0,0,0,0,0,0,0,0,0,13
2020-10_south-west_stereo-BRUVs,FHCO2,-33.72358,114.813293,4,6,0,0,14,0,0,0,0,0,0,0,0,0,20
2020-10_south-west_stereo-BRUVs,FHCO3,-33.948622,114.819555,2,15,0,4,0,0,0,0,0,0,0,0,0,0,19
2020-10_south-west_stereo-BRUVs,FHD,-33.686897,114.958507,1,0,32,0,0,0,0,0,0,0,0,0,0,0,32
2020-10_south-west_stereo-BRUVs,FHE,-33.687267,114.951172,0,0,34,0,0,0,0,0,0,0,0,0,0,0,34
2020-10_south-west_stereo-BRUVs,IO1,-34.07868897,114.7788721,0,0,27,0,5,0,0,0,0,0,0,0,0,0,32
2020-10_south-west_stereo-BRUVs,IO100,-34.07618897,114.9088721,17,0,6,3,7,0,0,1,0,0,0,0,0,0,17
2020-10_south-west_stereo-BRUVs,IO101,-34.07868897,114.8963721,18,0,3,2,3,0,0,0,0,0,0,0,0,0,8
2020-10_south-west_stereo-BRUVs,IO102,-34.07118897,114.9113721,9,16,0,4,5,2,0,0,0,0,1,0,0,0,28
2020-10_south-west_stereo-BRUVs,IO105,-34.06368897,114.6688721,0,0,34,2,0,0,0,0,0,1,1,0,0,0,38
2020-10_south-west_stereo-BRUVs,IO107,-34.06368897,114.6763721,0,0,35,0,0,0,0,0,0,0,0,0,0,0,35
2020-10_south-west_stereo-BRUVs,IO108,-34.05118897,114.6688721,0,0,32,0,0,0,0,1,0,0,0,0,0,0,33
2020-10_south-west_stereo-BRUVs,IO109,-34.05618897,114.6738721,0,0,33,0,0,0,0,0,0,0,0,0,0,0,33
2020-10_south-west_stereo-BRUVs,IO110,-34.14118897,114.7288721,0,0,34,0,0,0,0,0,0,0,0,0,0,0,34
2020-10_south-west_stereo-BRUVs,IO113,-34.05868897,114.7388721,0,0,33,0,0,0,0,0,0,0,0,0,0,0,33
2020-10_south-west_stereo-BRUVs,IO115,-34.05368897,114.7363721,0,0,29,0,0,0,0,0,0,0,1,0,0,0,30
2020-10_south-west_stereo-BRUVs,IO117,-34.06368897,114.7388721,0,0,34,0,0,0,0,0,0,0,0,0,0,0,34
2020-10_south-west_stereo-BRUVs,IO119,-34.07618897,114.9038721,21,0,1,5,4,0,0,1,0,0,0,0,0,0,11
2020-10_south-west_stereo-BRUVs,IO122,-34.11618897,114.8263721,23,0,5,0,3,0,0,0,0,0,0,0,0,0,8
2020-10_south-west_stereo-BRUVs,IO123,-34.10618897,114.8188721,14,0,2,1,17,0,0,0,0,0,0,0,0,0,20
2020-10_south-west_stereo-BRUVs,IO125,-34.10868897,114.8263721,11,0,4,0,15,0,0,0,0,0,0,0,0,0,19
2020-10_south-west_stereo-BRUVs,IO126,-34.11368897,114.8188721,19,4,0,2,10,0,0,1,0,0,0,0,0,0,17
2020-10_south-west_stereo-BRUVs,IO130,-33.98118897,114.8763721,4,2,0,0,3,0,0,0,0,0,0,0,0,0,5
2020-10_south-west_stereo-BRUVs,IO132,-33.99118897,114.8713721,11,7,2,5,0,0,0,0,0,1,0,0,0,0,15
2020-10_south-west_stereo-BRUVs,IO133,-33.99118897,114.8663721,15,15,0,1,1,0,0,1,0,0,0,0,0,0,18
2020-10_south-west_stereo-BRUVs,IO134,-33.98368897,114.8613721,19,4,3,3,2,0,0,0,0,0,0,0,0,0,12
2020-10_south-west_stereo-BRUVs,IO145,-33.98618897,114.8238721,25,1,1,2,3,0,0,0,0,0,0,0,0,0,7
2020-10_south-west_stereo-BRUVs,IO146,-33.97618897,114.8213721,4,1,8,1,18,0,0,0,0,1,0,0,0,0,29
2020-10_south-west_stereo-BRUVs,IO147,-33.98118897,114.8313721,25,1,1,4,3,0,0,1,0,0,0,0,0,0,10
2020-10_south-west_stereo-BRUVs,IO148,-34.01118897,114.5963721,0,0,35,0,0,0,0,0,0,0,1,0,0,0,36
2020-10_south-west_stereo-BRUVs,IO15,-34.06118897,114.8663721,12,16,1,0,4,0,0,0,0,0,0,0,0,0,21
2020-10_south-west_stereo-BRUVs,IO152,-33.98118897,114.8688721,2,2,5,5,17,0,0,0,0,0,0,0,0,0,29
2020-10_south-west_stereo-BRUVs,IO153,-34.04618897,114.8888721,12,0,7,2,9,0,0,3,0,0,0,0,0,0,21
2020-10_south-west_stereo-BRUVs,IO155,-34.04368897,114.8838721,19,0,4,2,4,0,0,0,0,0,0,0,0,0,10
2020-10_south-west_stereo-BRUVs,IO157,-33.97118897,114.8238721,11,0,2,12,2,0,0,2,0,0,0,0,2,0,20
2020-10_south-west_stereo-BRUVs,IO158,-33.98118897,114.8188721,0,1,9,0,5,0,0,0,0,0,0,0,0,0,15
2020-10_south-west_stereo-BRUVs,IO16,-34.07368897,114.8688721,10,0,17,0,6,0,0,0,0,0,0,0,0,0,23
